user,tweet,sentimen
UmmuKhonsa13,"Soal RKUHP, Pemerintah yang mengusulkan, Pemerintah yang minta ditunda, DPR yang dicaci maki. Buahahah DPR kena prank Youtuber no 1 di Indonesia nih, hahahaha. https://t.co/dnVepSGMgy",positif
ummiLina2,"Soal RKUHP, Ketua DPR: Ditunda sampai Waktu yang Tidak Ditentukan https://t.co/giYBtCipLc https://t.co/t2tFXP42bX",positif
umiqonita17_,"Soal Permintaan Jokowi Tunda Pengesahan RKUHP, Dahnil Anzar: Drama Presiden – https://t.co/R9FfFW1w6d https://t.co/xVDwYYG5t1 https://t.co/kMXd5I9CKw",positif
ulinmaghfiroh,"Skip dua hari ini ngelewatin update berita terkait RUU yang berpotensi bermasalah, termasuk RKUHP.

Tau tau hari ini Presiden ngumumin RKUHP ditunda.",positif
Ukocanupkor,"Simple, karena rakyat ingin KUHP yang lebih baik dari KUHP warisan Belanda, BUKAN YANG LEBIH BURUK. RKUHP belum sah saja sudah merusak hubungan rakyat dengan dewan perwakilan, lalu di sisi mana RKUHP bisa dianggap lebih baik dari KUHP warisan Belanda ? #MataNajwa https://t.co/oKtdmS8gtl",positif
ukmekgnac,"Simak Talkshow Akhir Pekan Terhangat POLEMIK MNC Trijaya FM ""MENGAPA RKUHP DITUNDA?"" Pagi ini, Sabtu 21 September 2019 pukul 10.00 - 12.00 WIB

Di MNC Trijaya 104.6 FM Jakarta &amp; all networks / streaming https://t.co/Ro80ncIsyr

#POLEMIKRKUHP https://t.co/v4ZTiA4f2k",positif
ujekujek,"Silahkan Demo tapi kalau agendanya untuk menyerukan Jokowi Lengser, Itu artinya ada yang ingin menunggangi. Fokus aja pada Tunda RKUHP, Sahkan RUU PKS, Tunda RUU Minerba, Tunda Pertanahan dan Tunda RUU Pemasyarakatan. Gitu aja kok repot! https://t.co/lKTz6cINpb",positif
ughmars_,"Sikap Jokowi Minta Tunda Pengesahan RKUHP Undang Simpati

#RUUKUHP #bacaindoposaja

https://t.co/YBo3A64vXD",positif
uchni_yuliani,"Siang tadi, Presiden Jokowi mengundang pejabat-pejabat ke Istana. Dalam pertemuan itu, Presiden Jokowi meminta untuk tunda pengesahan RKUHP karena dinilai beberapa pasal tidak mencerminkan keadilan bagi seluruh rakyat Indonesia. #GejayanBergerak #TundaRKUHP #PercayaLangkahJokowi https://t.co/8MS9QCKxuR",positif
ubaywasta,"sialnya berita kenapa cuma memberitakan demo mahasiswa pmii yg mendukung revisi uu kpk. kemana berita mahasiswa demo menolak revisi uu kpk dan tunda rkuhp?.
apa media sudah diatur?",positif
TYTYDKYTD,"Sharing dengan istri yang dosen Hukum. RKUHP yg skrng berlaku adalah tinggalan Belanda, dan kita emang harus punya sendiri. Tapi permasalahan yang wajib dikritisi adalah kontennya. Maka wajib ditunda dan dibahas ulang.",positif
TyasZain,Setuju! RKUHP memang dibutuhkan utk diganti mengingat kita msh pakai acuan Belanda yg dr thn 1914 yg udh ga relevan. Tapi butuh dikawal dan dikaji lebih dalam biar ga pro elite doanv https://t.co/VA8aYExvKT,positif
tyaskuv,"Setuju Tunda Pengesahan RKUHP, DPR: Kami Bersama Masyarakat - Warta Ekonomi https://t.co/kv3RyTAlyX",positif
txtyeounjun,"Setuju KUHAP sisa kolonial ini diganti, dgn KUHAP yg mampu jawab tantangan RI 50 tahun kedepan. Tapi RKUHP ini malah buat Indonesia mundur ke zaman kolonial tahun 1914 (sebelum Perang Dunia I), termasuk  pasal Hatzai Artikelen, soal penghinaan thd Ratu Belanda 😬 https://t.co/2wbIf7gKdH",positif
twitnyajati,"Setidaknya jadi kabar baik ketika pengesahan RKUHP ditunda. Tapi ketika ditunda jangan cuma ditunda, tapi revisi lagi pasal-pasal yang justru bermasalah. Karna kami-kami yang menolak bukan tidak ingin adanya RKUHP, tapi hanya isinya tidak sejalan dengan aspirasi dan kebutuhan.",positif
TwiceuxOnce,"Setidaknya ada 10 pasal dalam RKUHP yang bisa dipakai untuk kriminalisasi jurnalis. Tiga di antaranya yang bisa segera berdampak nyata adalah pasal penghinaan presiden-wakil presiden, lembaga negara, dan penguasa umum.
#TolakRKUHP 
https://t.co/lmC57Lg2i4 https://t.co/wI65juOYQM",positif
tukangghaluu,"Setelah melihat dari berbagai perspektif sulit jg ya.. imo sih nampaknya apapun yang terjadi pakde @jokowi  ga akan membatalkan RKUHP, mentok mentoknya cuma bisa ditunda untuk direvisi. Yaaah we'll see lah~",positif
tuadirantau,"Setelah Dapat Masukan PDIP, Jokowi Putuskan Tunda RKUHP

#PDIPPeloporMenolakRKUHP https://t.co/idtZFjhMdF",positif
ttingkeobel,"Setelah Dapat Masukan PDIP, Jokowi Putuskan Tunda RKUHP https://t.co/CTq60iwMzS",positif
ttddaakang,"Setelah Dapat Masukan PDIP, Jokowi Putuskan Tunda RKUHP https://t.co/25jAjd4tDA",positif
tsupermard,Setelah beneran baca rkuhp yg dibilang bermasalah ternyata beberapa ga seproblematik itu dah. Kemakan gua sama tafsir2 tolol dari internet,positif
tsabit_yakusa,Sesuai permintaan presiden Masinton setuju  pengesahan RKUHP ditunda https://t.co/er2iBWnxtw,positif
tryason,"Seruan Aksi!!!

Tema besar yang akan diusung: ""Memberi mosi tidak percaya pada DPR dan elit politik.""

📌Isu yang akan diangkat: 

-RKUHP, 
-UU KPK,
-UU Ketenagakerjaan,
-UU Pertanahan,
-RUU P-KS,
-Isu lingkungan (Pembakaran hutan dan Perubahan Iklim
-Kriminalisasi Aktivis https://t.co/6KejceEDBd",positif
TrissNym,"Serius deh penasaran. Itu orang-orang yg ngerancang uu, rkuhp emang niat dan udah benerbener dikaji apa cuma becandaan biar rame doang sih?",positif
trirahargo_,"Sepertinya untuk pembatalan rkuhp berserta kawan kawannya hanya peredam sementara. Mereka bilang akan mengkaji ulang, sepertinya tidak. Mereka lebih memilih tidur dan tertawa melihat kondisi negeri ini, tetap pasang telinga dan mata jangan sampai kita terkelabui oleh mereka.",positif
trimuhartini,Sepertinya kampanye soal tolak/tunda RKUHP jadi memicu beberapa teman di feed-ku di luar circle aktivis/advokasi/medis untuk mulai membicarakan dan care soal sex ed. That's a good thing!,positif
tridyatmoko,"Seolah tidak paham prioritas, DPR buru-buru ingin mengesahkan RKUHP yang belum mendesak, sedangkan RUU PKS yang urgent tidak tersentuh sama sekali.
#TundaRKUHP
#SahkanRUUPKS https://t.co/j7AnnIzzPI",positif
tribunkaltim,"Semua UU yg dipercepat penyelesaiannya sdh diprotes  publik scr luas krn merugikan rakyat spt UU KPK, UU SDA &amp; UU Pertanahan.

Klo RKUHP ditunda pengesahannya, revisi RUU PAS jg harus ditunda. ""Kenapa? Karena satu napas dgn KUHP ini juga"" ujar Desmond

#DukungMahasiswaBelaNegara https://t.co/0B4TvyrkO1",positif
tribunjambiku,"Semua sedang menekan secara politis. Tolak revisi UU KPK, Tolak RKUHP. Kenapa cuma menolak perbuatan/kinerjanya. Kenapa tak menolak sekalian subyek pelakunya atau institusinya. Misalnya bekukan pemerintahan Jokowi, bubarkan DPR, atau Percepat Pemilu. Begitu kan keren.",positif
treyaiden,"Semoga setelah ditunda pengesahan RKUHP ini, nantinya bisa lebih jelas lagi dan lebih masuk akal 🙃🙃",positif
TremontiAnton,"Semoga RKUHP Gak cuma ditunda tapi dibenerin Ya Allah 
#JumatBerkah

https://t.co/1hdHoHWFRI",positif
trashgvrl,Semoga presiden kita tidak tutup telinga dan mata mendengar aksi kita untuk tolak RUU KPK dan RKUHP #MosiTidakPercaya #TumbangkanRezimAntiDemokrasi,positif
translatorbali,"semoga pengesahan rkuhp yg ditunda ga berujung sama kayak kebijakan secure parking di ui. ditunda doang, tp pas massa udh tenang jg ujung2nya tetep di berlakukan ahaha",positif
toyxtory,"Semoga DPR RI priode 2019-2024 bisa melanjutkan pembahasan RKUHP menjadi lebih baik yg tidak menghambat kebebasan sipil spt kebebasan beragama, berkeyakinan, berekspresi, berpendapat. Tdk menyimpang dr asas legalitas yg berpotensi memperluas kriminalisasi https://t.co/ZoABNgqJTz",positif
towiumi,"Semoga dengan ditundanya pengesahan RKUHP ini bukan hanya sekedar memainkan waktu dan harap cemas kami sebagai publik ya pak @jokowi tp, menjadikan aspirasi sebagai tolak ukur untuk menolak substansi pasal kolonial yang di gadang kembali akan tumbuh dinegara yang kita cintai ini.",positif
toshifikri_SE,"Semoga anjuran eksekutif untuk tunda rkuhp bukan intrik atau gimmick semata, banyak yang menaruh kepercayaan",positif
TopToross,"semisal dg RKUHP : biarpun Belanda pergi, jalan2 Daendels, gedung2 bersejarah, Candi dsb jangan dibuang/digusur, jangan koq ikutan jadi radikalis ato Talibanis2 hehehe 😎😁😊👍 pt Unilever itu pan ada sudah dari jaman Londo !! https://t.co/1lPOS43Ri2",positif
TopikHidayah,"Sementara itu klarifikasi dari Menkuham Yasona laoly bahwa beliau dengan bermodal semangat justru ingin memperbaiki lagi RKUHP yang sudah ada ini.

Lantas seperti apa bunyi pasal unggas yang menuai kritik ini?",positif
Tonyo_80,"Semenjak jadi anak hukum gw lebih aware mana yang harus dikritisi mana yang tidak , kadang media tidak sesuai dengan kenyataan shg nge-advise masyarakat agar sejalan sepemikiran dengan media . Fact : rkuhp , demo yang tidak dibenahin terlebih dahulu . Aware boleh tetapi dikaji",positif
toiletterminal,selamat rkuhp ditunda.,positif
tobanggawin,"Selamat kawan-kawan! Kita maju satu langkah. Mari, jangan lengah dan kawal terus sampai permasalahan RKUHP selesai. #TundaRKUHP #SemuaBisaKena",positif
tiyasyifa_ELF,"Selain RKUHP, RUU Pertanahan, RUU Minerba, RUU Pemasyarakatan akan ditunda pengesahannya dan juga menurut Jokowi ada 14 Pasal Bermasalah di RKUHP, perlu ada kaji ulang demi keadilan bagi rakyat Indonesia. #GejayanBergerak #TundaRKUHP #PercayaLangkahJokowi #DiperkosaNegara https://t.co/SAOYu5v7JM",positif
tiyakhulaify16,"Selain RKUHP, Jokowi Juga Minta Pengesahan Tiga RUU Ini Ditunda

@jokowi meminta RUU itu tidak disahkan oleh DPR periode 2014-2019 yang masa tugasnya hanya sampai 30 September mendatang.

Sampai sini paham, siapa yg ngebet buru2 disahkan!

https://t.co/CDt5OQOjXl",positif
Titosalasa,"Selain RKUHP, 3 RUU seperti RUU Pertanahan, RUU Minerba, RUU Pemasyarakatan itu untuk ditunda dan dibahas oleh Anggota DPR periode selanjutnya. #GejayanBergerak #TundaRKUHP #PercayaLangkahJokowi #DiperkosaNegara https://t.co/Z9jayIsZnf",positif
titorahman,"Selain RKUHP, 3 RUU seperti RUU Pertanahan, RUU Minerba, RUU Pemasyarakatan itu untuk ditunda dan dibahas oleh Anggota DPR periode selanjutnya. #GejayanBergerak #TundaRKUHP #PercayaLangkahJokowi #DiperkosaNegara https://t.co/hqBzHAQgrq",positif
tinkeubeez,Selagi RKUHP di tunda,positif
tinity__,Selagi pasal 417 RKUHP ditunda https://t.co/MI36mGf8L2,positif
tinandari,"sekitar 3 years ago, ada dosen yang pernah julid kuhp. intinya kan kuhp kita gak updated gitu kan masih pake punya belanda terus dia ngejulid rancangannya katanya “oh my god. you should see the rkuhp, it’s a big mess”. Turns out apa yang dia katakan benar sekali",positif
tikusgod43,Sekarang sudah banyak pembahasan mengenai RKUHP sebagai salah 1 tujuan dr aksi mahasiswa ada yg setuju &amp; jg gak setuju itu wajar &amp; semakin banyak pihak yg memberi penjelasan ttg RKUHP ini.Cuman kok sulit sekali menemukan pembahasan mengenai 6 poin lainnya dr gerakan mahasiswa ini,positif
tikaprananda,Sekarang cuci tangan minta ditunda https://t.co/d2VpRRuvS9,positif
TianPrasetyoo,"Sedikit pencerahan untuk yang awam (realita penegakan) hukum.

Benarkah RKUHP Ditunda? Untuk Apa ILC Semalam? https://t.co/pZbuDqdgUz via @po_st",positif
theretere,"Sebuah puisi original mengenai iklim politik Indonesia saat ini. Tentang RKUHP, revisi UU KPK, RUU P-KS yang ditunda tunda, dll. Sstt! Jangan bilang bilang pemerintah ya. Sumber gambar dari @TirtoID 

https://t.co/BLkZUNqdSg",positif
theogonyx,Sebenernya yang di minta Mahasiswa turun ke jalan itu apa sih? Apa cuma Tolak RKUHP &amp; Sah kan RUU-PKS. Plus kepengen Jokowi turun &amp; lengser?,positif
themoaningglory,"Sebenernya sangat bagus rkuhp ini dijadikan agenda DPR periode 2019-2024 untuk perbaiki KUHP lama, jgn cuman sampai tanggal 24 septemmber aja. Maka itu ditunda, diperbaiki lagi RKUHP-nya sebaik mgkin, Setelah itu, baru diizinkan untuk DPR mengesahkan rkuhpnya",positif
theJuTuAm,"sebenernya pasti ditolak sih, gada dasar di sahkan nya revisi kaleng dan merugikan macam draf RKUHP itu. ini cuma taktik agar koalisi dan oposisi tetep adem aja dlu, pdhal dalem hati *wasseeeem* wkwkwk beliau ini pecatur ulung, lupakah? https://t.co/qvmsxHc7F3",positif
thejawaras,"Sebenernya pasal bermasalah aside agak kasian sih sama Prof. Muladi &amp; tim yang udah ngeusahain RKUHP dari 2013 tapi malah ditolak abis abisan, sebenernya pemidanaannya lebih variatif ga penjara semua gitu cuman pasal bermasalahnya ini loh Prof bermasalah bgtt😔🤦‍♀️🤦‍♀️😭",positif
thefr3y,"Sebenernya kenapa mahasiswa tetep lanjutin demo padahal udh diumumin kalo RKUHP bakal ditunda, adalah selain permintaan mereka adalah pembatalan RKUHP, coba lihat 7 desakan ini, apa poin lainnya udh terpenuhi? https://t.co/XyA5XSd6CS",positif
theekonugroho,"Sebenernya kalo protes minta batal rkuhp salah sih, cocoknya di review ulang, krn rkuhp ga sembarangan bikin, bertahun tahun para profesor, aliansi masy, dan pihak terkait merumuskan kitab tsb.",positif
thedumber,"sebenernya kalo liat ILC semalem ga semua isi RKUHP itu bobrok, cuma beberapa saja pasal yg kontroversial dan perlu dikaji ulang menurut saya. balik lagi ke diri masing2 mau mendukung substansial yang diperjuangkan atau ikutan tren dan keren2an saja.",positif
TheClippers1,"sebenernya gue pen debat, tapi doi pasti gamau ngalah. Paling doi sebegitu nya sama temen2 yg demo karna dia ga mau nyangkal kalo pilihan dia salah. udah gitu bahas rkuhp mulu, coba bahas uu kpk yg di sah in kemaren. salah ga ? terlalu apatis si jadi orang, rasa sosialis nyailang",positif
the_magdalene,"Sebenarnya RKUHP itu tidak semua nya menghanyutkan bangsa, ada juga yang melindungi. Tapi gw emang benci DPR dari dulu bukan karena pas ada RKUHP ini aja.
#RakyatPercayaJokowi",positif
teukurifqy,"Sebelum RKUHP disahkan, harus segera selesaikan skripsi dan pendadaran, karena kalau ditunda"" terus bakal ngulang lagi dari awal. Tapi semoga tidak jadi disahkan 🙏😭",positif
terserahkmaj,"Sebaiknya Ditunda sampai ekonomi meroket 7% 😀

#JanjiKompeni

 https://t.co/HGoLLzhv2w",positif
terintegrasi,"sebagai org awam hukum dah baca jg bbrp thread yg bahas rkuhp tida selebay itu, tp ya betul tetap sj ada poin yg rentan di lapangan bgini contohny https://t.co/xDGGWJkZJq",positif
terbitanbanten,"Seandainya RKUHP yang ditunda ini disahkan 5 tahun lalu, kayaknya wa udah dipidana karena penelitian skripsi wa hehe",positif
TemaMumtaza,"SAYA TIDAK MENGAHARAPKAN ANDA TURUN. KARENA JIKA ANDA TURUN, MAKA AKAN TERJADI KERIBUTAN LAGI UNTUK MEREBUTKAN TAHTA.
YG SAYA INGINKAN ADALAH PAK @jokowi MENDENGARKAN TUNTUTAN MAHASISWA.
BATALKAN! JANGAN HANYA TUNDA RKUHP.

MOHON SEKALI LAGI DG HORMAT, DENGARKAN DAN KABULKAN!",positif
telahdiperbarui,"Saya sih setuju sama RKUHP satt tapi isinya jangan kayak babi ya sat @DPR_RI  . Sedih loh kuhp kita dari jamannya napoleon bonaparte sampe dibawa belanda kesini, masa lebih bagus jaman bonaparte pemikirannya daripada kita? ga sesuai satttt",positif
teknopark7,"saya setuju pengkajian ulang RKUHP, RUU PAS, RUU Pertanahan, RUU Tenaga Kerja, RUU PKS, dan RUU KPK, tapi kenapa si Tingkiwingki ikut2an ??
#HIDUPRAKYATINDONESIA https://t.co/IBr0SxzWEv",positif
tegar_dyon,"Saya mohon @DPR_RI &amp; pemerintah @jokowi batalkan pengesahan RKUHP, kami paham KUHP ini peninggalan Belanda sdh 100th lebih. Kami tidak menolak seluruh +-600 pasal di KUHP tapi ada beberapa pasal sekitar 70 psl yg kami anggap akan jd pasal karet &amp; bermasalah,",positif
tayusani,SAYA KECEWA KENAPA ANDA KECEWA RKUHP DITUNDA WAHAI WAKIL RAKYAT YANG TERHORMAT! https://t.co/NC532tkBTw,positif
tawakalisme,"Saya juga kecewa Pak, RKUHP ditunda. Harusnya dibatalkan. https://t.co/LZV8Gz2N51",positif
tavitataa,Saya jadi tahu rasanya menjadi orang yang meneriakkan kencang-kencang sesuatu yang saya imani sebagai kebenaran. Ikut merasakan euphoria saat membaca headline news RKUHP benar-benar akan ditunda.,positif
TauHid1992,"saya ingin bertanya mbak, saya bingung sebenernya apakah rkuhp itu tidah dapat dihapus pasal bermasalah dan tidak relevan lagi, misalnya yang turunan jaman belanda, dan apakah bisa ditambah? ini saya bukan orang hukum, tapi kalo ada pasal yang kurang cocok kenapa ga dihapus saja? https://t.co/FuiX8bU9JB",positif
taufiknur__,"Saya catat betul. Karena dia minta ditunda atas alasan tekanan masyarakat, bukan karena ia tidak sepakat dengan isi RKUHP.

Sementara itu Wapres Terpilihnya menyurati DPR minta disahkan segera. https://t.co/Y1qo4LyPGk",positif
taufikahmd,"Saya belom lega karena RUU KUHP ditunda dibahas diperiode DPR-RI yang sekarang dan dilanjutkan dibahas oleh DPR-RI periode selanjutnya (2019-2024). 
https://t.co/0MHoQcPkGX",positif
tasyaoktvnsvr_,"Saran, mendingan spanduk pendemo isinya URL ke kajian aja, biar viral. Misal https://t.co/zu2cFSUa3e gitu. Jadi publik juga bisa baca RKUHP dan kajian mahasiswanya. #RKUHP",positif
taring_serigala,"Sampean sehat a? Diskusi juga nggak mau mengesahkan? Kami juga punya otak JANCOK! 

Fahri Hamzah: Saya Kecewa RKUHP Ditunda https://t.co/BXex4loIjM",positif
tanzilawidy,"SAMA SEKALI TIDAK BERBOBOT DAN TIADA BERGUNA KEPEMIMPINAN JOKOWI CUMA MENGHABISKAN WAKTU .

KEBAKARAN TIDAK BISA MENGATASINYA , RKUHP DI TUNDA ,,, DUNGUNYA KELEWAT BATAS .",positif
tanis472,"Saling klaim merasa paling duluan. Maksudnya opo iki?
RKUHP Ditunda, Gerindra Klaim Lebih Dulu Bersikap Ketimbang Jokowi https://t.co/16SYT8iwpG",positif
tamafhyne,"Salah satu contoh draft revisi peraturan (RKHUP) yang harus dikritisi &amp; mempertanyakan kapabilitas pihak yg menyusunnya

#TUNDARKUHP

Pasal-pasal RKUHP yang MENCENGANGKAN &amp; MENEGANGKAN! ft. Coki Pardede &amp; E... https://t.co/v6Yv1pedrG via @YouTube",positif
tajidrajat,"Saat terjadi Demo dimana-mana, Presiden Jokowi langsung memanggil pejabat-pejabat ke Istana. Hasil terbaru,RKUHP , RUU Pertanahan, RUU Minerba dan RUU Pemasyarakatan akan DITUNDA PENGESAHANNYA.  #GejayanBergerak #TundaRKUHP #PercayaLangkahJokowi #DiperkosaNegara https://t.co/FC4a2sCSZs",positif
tajulir,"Saat terjadi Demo dimana-mana, Presiden Jokowi langsung memanggil pejabat-pejabat ke Istana. Hasil terbaru,RKUHP , RUU Pertanahan, RUU Minerba dan RUU Pemasyarakatan akan DITUNDA PENGESAHANNYA.  #GejayanBergerak #TundaRKUHP #PercayaLangkahJokowi #DiperkosaNegara https://t.co/z0KTdMfulK",positif
taherjuniors,"Saat menikmati kopi panas tadi, sempat terpikir ternyata kita masih sayang dengan warisan penjajah Belanda. Buktinya banyak yang menolak RKUHP. Jika senang dengan produk sendiri, kenapa tidak teriak ""Perbaiki RKUHP""?
Atau mungkin ada kesamaan arti antara memperbaiki dan menolak?",positif
taasyaulia,"RUU KUHP Dinilai Langgar HAM, Langkah Jokowi Tunda Pengesahan Tepat
#PercayaLangkahJokowi
https://t.co/LL37XScFqX #PercayaLangkahJokowi
https://t.co/13pd4JWK57
Gerindra Sambut Baik Langkah Jokowi Tunda Pengesahan RKUHP
#PercayaLangkahJokowi
https://t.co/m9PvdRaxJd",positif
syzwz,"RUU Kpk udah di sah kan jadi UU, RKUHP di tunda. Trus yang demo ini mau demo apaan ??",positif
syifanrlafr,"RT HaiMagazine: DPR Penuhi Permintaan Presiden Jokowi, Pengesahan RKUHP Ditunda   https://t.co/Vm5CtXPv44 https://t.co/RCQtszgWhv",positif
Syifadindal,"RT @ZuluMangkau: Seruan aksi dari Gorontalo.

Meskipun Jokowi mengatakan penundaan untuk pengesahan RKUHP pada tanggal 24 September nanti, kita tak boleh lengah, pemerintah dan DPR hanya menguji kekuatan civil society saja. Jangan diam. Mari lawan.
#ReformasiDikorupsi
#ajigorontalo
#TolakRKUHP https://t.co/P5mwWY8ZON",positif
SyarifAlkadrie3,"RT @Ze_sukma: Trnyata RKUHP itu ada yg sdh d susun, d bhas, d godok oleh 7 Presiden RI n para ahli,, puluhan tahun, krn UU RI mrpkn pninggalan kolonial belanda. Bkn krn Tergesa2. Sbaiknx Matanajwa MEMBACA dahulu fakta sblm mbwt narasi. #SekedarKritik 
@jokowi @YasonaLaoly @ILCtv1 @BiLLRaY2019 https://t.co/kUTYgUpv54",positif
syanu_f,"RT @zarksight: Cebong dan Kampret yang masih saling nyalahin lebih baik BAKU HANTAM sekalian, sedangkan elite kalian kompak setujui RUU KPK dan RKUHP

#MosiTidakPercaya 
#SaatnyaPeoplePower
#TurunkanFadliZon
#TurunkanJokowi 
#GejayanMemanggil 
#bubarkandpr https://t.co/ZNAihkR38K",positif
syamsulanwar74,RT @zakkiruiner: RKUHP ditunda sampai waktu yang tak ditentukan itu agar bisa disahkan secara tiba-tiba ga sih nantinya?,positif
